,program_id,title,description,level,goal,equipment,program_length,time_per_workout,total_exercises,workout_frequency,primary_level,primary_goal,training_style,intensity_score
43,FP000044,Hypertrophy Performance Workout,"Efficient 4-day training split targeting each major muscle group twice per week.

This 4-week upper/lower split features 4 weekly sessions (2 upper body and 2 lower body), perfect for Advanced lifters focusing on Weight Loss.

Exercise selection focuses on efficient compound movements arranged for optimal caloric expenditure, while preserving muscle mass during fat loss. 

Program features include progressive overload mechanisms, strategic deloads, drop sets for muscle fatigue, autoregulation guidelines.

Weekly Schedule:
Monday: Upper Body
Wednesday: Lower Body
Friday: Upper Body
Saturday: Lower Body",['Advanced'],['Weight Loss'],At Home,4,75,144,4,Advanced,Weight Loss,Upper/Lower,9.0
44,FP000045,Optimal Lifting System,"Balanced training program with extra focus on specific areas needing development.

This 5-week Full Body with Specialization program includes 4 training sessions per week, structured to optimize gains for Novice individuals pursuing Bodyweight Fitness.

Exercise selection focuses on progressive bodyweight exercises that build functional strength and muscle, with minimal equipment requirements. 

Program features include strategic deloads.

Weekly Schedule:
Wednesday: Training
Friday: Training
Saturday: Training
Sunday: Training",['Novice'],['Bodyweight Fitness'],At Home,5,50,144,3,Novice,Bodyweight Fitness,Full Body,5.0
45,FP000046,PowerBuild System,"Innovative 5-day split optimized for both strength and hypertrophy gains.

This 10-week Upper/Lower/Push/Pull/Legs program includes 3 training sessions per week, structured to optimize gains for Intermediate individuals pursuing Bodyweight Fitness.

Exercise selection focuses on progressive bodyweight exercises that build functional strength and muscle, with minimal equipment requirements. 

Program features include strategic deloads.

Weekly Schedule:
Monday: Training
Thursday: Training
Friday: Training",['Intermediate'],['Bodyweight Fitness'],Full Gym,10,80,409,4,Intermediate,Bodyweight Fitness,Upper/Lower,8.0
46,FP000047,Full Body with Specialization Powerbuilding Program,"Comprehensive push/pull/legs routine designed for advanced muscle development.

This 15-week PPL program involves 6 weekly sessions (2 push, 2 pull, and 2 leg days), ideal for Advanced trainees pursuing Powerlifting, Powerbuilding, Bodybuilding.

Exercise selection focuses on a mix of compound and isolation movements with emphasis on mind-muscle connection and targeted volume for maximum hypertrophy. 

Program features include progressive overload mechanisms, periodized intensity and volume, autoregulation guidelines.

Weekly Schedule:
Monday: Push
Tuesday: Pull
Wednesday: Legs
Thursday: Push
Friday: Pull
Saturday: Legs",['Advanced'],"['Powerlifting', 'Powerbuilding', 'Bodybuilding']",Garage Gym,15,80,449,6,Advanced,Powerlifting,Push/Pull/Legs,10.0
47,FP000048,PHAT (Power Hypertrophy Adaptive Training) Bodyweight Fitness Program,"Structured 4-day split focusing on strength for upper/lower followed by hypertrophy for upper/lower.

This 3-week PHUL program combines strength and hypertrophy training over 4 weekly sessions, with 2 power days followed by 2 hypertrophy days. Suitable for Intermediate, Novice trainees looking to improve Weight Loss.

Exercise selection focuses on efficient compound movements arranged for optimal caloric expenditure, while preserving muscle mass during fat loss. 

Program features include autoregulation guidelines.

Weekly Schedule:
Monday: Upper Power
Tuesday: Lower Power
Thursday: Upper Hypertrophy
Friday: Lower Hypertrophy","['Intermediate', 'Novice']",['Weight Loss'],Garage Gym,3,60,80,4,Intermediate,Weight Loss,Upper/Lower,8.0
48,FP000049,MuscleGrowth X,"Advanced training split for targeted development of specific muscle groups.

This 5-week body part split includes 5 training sessions weekly, each dedicated to specific muscle groups for maximum stimulation. Optimized for Novice, Beginner lifters focusing on General Fitness, Bodybuilding.

Exercise selection focuses on a mix of compound and isolation movements with emphasis on mind-muscle connection and targeted volume for maximum hypertrophy. 

Program features include periodized intensity and volume, strategic deloads.

Weekly Schedule:
Monday: Chest
Tuesday: Back
Wednesday: Shoulders
Thursday: Arms
Friday: Legs","['Novice', 'Beginner']","['General Fitness', 'Bodybuilding']",At Home,5,100,139,5,Novice,General Fitness,Body Part Split,9.0
49,FP000050,4-Day Push/Pull Split,"Classic 5-day split targeting one major muscle group per session for maximum volume and intensity.

This 14-week body part split includes 6 training sessions weekly, each dedicated to specific muscle groups for maximum stimulation. Optimized for Advanced lifters focusing on Athletics.

Exercise selection focuses on functional movement patterns that transfer to athletic performance, with focus on power, speed, and mobility. 

Program features include strategic deloads, autoregulation guidelines.

Weekly Schedule:
Monday: Rest
Tuesday: Shoulders
Wednesday: Chest
Thursday: Arms
Friday: Back
Saturday: Legs",['Advanced'],['Athletics'],Dumbbell Only,14,45,395,5,Advanced,Athletics,Body Part Split,9.0
50,FP000051,Modern Building Workout,"Balanced training program with extra focus on specific areas needing development.

This 1-week Full Body with Specialization program includes 4 training sessions per week, structured to optimize gains for Advanced individuals pursuing Bodyweight Fitness.

Exercise selection focuses on progressive bodyweight exercises that build functional strength and muscle, with minimal equipment requirements. 

Program features include progressive overload mechanisms.

Weekly Schedule:
Monday: Training
Tuesday: Training
Wednesday: Training
Friday: Training",['Advanced'],['Bodyweight Fitness'],Garage Gym,1,70,26,3,Advanced,Bodyweight Fitness,Full Body,8.0
51,FP000052,Performance Bodybuilding System,"Train upper body twice and lower body twice per week for balanced development and recovery.

This 8-week upper/lower split features 6 weekly sessions (3 upper body and 3 lower body), perfect for Advanced, Beginner, Intermediate lifters focusing on Strength.

Exercise selection focuses on key compound movements (squat, bench press, deadlift) with proper accessory work to build maximum strength and power. 

Program features include progressive overload mechanisms.

Weekly Schedule:
Monday: Upper Body
Tuesday: Lower Body
Wednesday: Upper Body
Thursday: Lower Body
Friday: Upper Body
Saturday: Lower Body","['Advanced', 'Beginner', 'Intermediate']",['Strength'],Full Gym,8,45,205,6,Advanced,Strength,Upper/Lower,10.0
52,FP000053,Modern Powerbuilding Method,"Balance power and muscle building with this comprehensive 4-day training plan.

This 12-week PHUL program combines strength and hypertrophy training over 4 weekly sessions, with 2 power days followed by 2 hypertrophy days. Suitable for Intermediate, Beginner trainees looking to improve Bodyweight Fitness, Powerbuilding.

Exercise selection focuses on heavy compound lifts for strength development combined with strategic isolation work for balanced muscle development and aesthetics. 

Program features include strategic deloads, tempo variations, autoregulation guidelines.

Weekly Schedule:
Monday: Upper Power
Tuesday: Lower Power
Thursday: Upper Hypertrophy
Friday: Lower Hypertrophy","['Intermediate', 'Beginner']","['Bodyweight Fitness', 'Powerbuilding']",Full Gym,12,90,486,4,Intermediate,Bodyweight Fitness,Other,9.0
53,FP000054,Power Powerlifting System,"Modified full-body program with additional work for priority muscle groups.

This 12-week Full Body with Specialization program includes 6 training sessions per week, structured to optimize gains for Beginner individuals pursuing Muscle & Sculpting.

Exercise selection focuses on a mix of compound and isolation movements with emphasis on mind-muscle connection and targeted volume for maximum hypertrophy. 

Program features include strategic deloads.

Weekly Schedule:
Monday: Training
Tuesday: Training
Thursday: Training
Friday: Training
Saturday: Training
Sunday: Training",['Beginner'],['Muscle & Sculpting'],At Home,12,30,360,3,Beginner,Muscle & Sculpting,Full Body,3.0
54,FP000055,PowerSculpt 2.0,"Science-based program alternating between strength and volume for optimal results.

This 15-week PHUL program combines strength and hypertrophy training over 4 weekly sessions, with 2 power days followed by 2 hypertrophy days. Suitable for Intermediate trainees looking to improve Weight Loss.

Exercise selection focuses on efficient compound movements arranged for optimal caloric expenditure, while preserving muscle mass during fat loss. 

Program features include strategic deloads, autoregulation guidelines.

Weekly Schedule:
Monday: Upper Power
Tuesday: Lower Power
Thursday: Upper Hypertrophy
Friday: Lower Hypertrophy",['Intermediate'],['Weight Loss'],Garage Gym,15,70,531,4,Intermediate,Weight Loss,Other,8.0
55,FP000056,Dynamic Bodybuilding Framework,"High-volume approach dedicating entire sessions to specific muscle groups.

This 12-week body part split includes 6 training sessions weekly, each dedicated to specific muscle groups for maximum stimulation. Optimized for Intermediate lifters focusing on Powerbuilding, Strength.

Exercise selection focuses on key compound movements (squat, bench press, deadlift) with proper accessory work to build maximum strength and power. 

Program features include progressive overload mechanisms, periodized intensity and volume, supersets for efficiency, drop sets for muscle fatigue, autoregulation guidelines.

Weekly Schedule:
Monday: Chest
Tuesday: Legs
Wednesday: Rest
Thursday: Back
Friday: Arms
Saturday: Shoulders",['Intermediate'],"['Powerbuilding', 'Strength']",At Home,12,80,474,5,Intermediate,Powerbuilding,Body Part Split,9.0
56,FP000057,Push/Pull Athletics Program,"High-volume PPL program hitting each muscle group twice weekly for maximum hypertrophy.

This 3-week PPL program involves 3 weekly sessions (1 push, 1 pull, and 1 leg day), ideal for Advanced trainees pursuing Bodyweight Fitness.

Exercise selection focuses on progressive bodyweight exercises that build functional strength and muscle, with minimal equipment requirements. 

Program features include strategic deloads, supersets for efficiency, drop sets for muscle fatigue, tempo variations.

Weekly Schedule:
Monday: Push
Wednesday: Pull
Friday: Legs",['Advanced'],['Bodyweight Fitness'],At Home,3,90,100,3,Advanced,Bodyweight Fitness,Push/Pull/Legs,9.0
57,FP000058,Athletic Physique Approach,"Advanced training split providing optimal stimulus for maximum muscle development.

This 11-week Upper/Lower/Push/Pull/Legs program includes 5 training sessions per week, structured to optimize gains for Advanced individuals pursuing Powerlifting.

Exercise selection focuses on key compound movements (squat, bench press, deadlift) with proper accessory work to build maximum strength and power. 

Program features include progressive overload mechanisms, rest-pause techniques.

Weekly Schedule:
Monday: Training
Tuesday: Training
Thursday: Training
Friday: Training
Sunday: Training",['Advanced'],['Powerlifting'],Garage Gym,11,120,396,4,Advanced,Powerlifting,Upper/Lower,10.0
